name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,Criterion Games,0.01,0.0,0.0,75.0,8.1
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,,0.01,0.0,0.0,,
Diary Girl,DS,2008.0,Misc,Konami Digital Entertainment,Konami,0.01,0.0,0.0,,tbd
Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,,0.0,0.0,0.01,,
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,Ubisoft Bulgaria,0.0,0.01,0.0,58.0,7.6
War for the Overworld,PC,2015.0,Strategy,Unknown,Subterranean Games,0.0,0.01,0.0,65.0,7.7
World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,Backbone Emeryville,0.01,0.0,0.0,,tbd
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,,0.01,0.0,0.0,,
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,,0.0,0.0,0.01,,
Honda ATV Fever,DS,2010.0,Racing,Storm City Games,Beyond Reality,0.01,0.0,0.0,,tbd
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,,0.0,0.0,0.01,,
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,,0.0,0.01,0.0,,
Psycho-Pass,XOne,2014.0,Adventure,5pb,,0.0,0.0,0.01,,
Fab 5 Soccer,DS,2008.0,Sports,Destineer,Magellan Interactive,0.01,0.0,0.0,,tbd
Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.01,,
Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,HotGen,0.01,0.0,0.0,58.0,tbd
Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.","Interworks Unlimited, Inc.",0.01,0.0,0.0,,tbd
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,Black Bean Games,0.0,0.01,0.0,65.0,
Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,,0.0,0.0,0.01,,
Rocksmith 2014 Edition Remastered,XOne,2016.0,Misc,Ubisoft,Ubisoft,0.01,0.0,0.0,,tbd
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,,0.0,0.0,0.01,,
Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,,0.0,0.0,0.01,,
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,,0.0,0.0,0.01,,
Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,Takara,0.01,0.0,0.0,,7.6
Rewrite,PSV,2014.0,Adventure,Prototype,,0.0,0.0,0.01,,
Darksiders: Warmastered Edition,XOne,2016.0,Action,Nordic Games,Nordic Games Publishing,0.01,0.0,0.0,80.0,7.9
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,,0.0,0.0,0.01,,
"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,,0.0,0.0,0.01,,
Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,"DMA Design, Rockstar North",0.0,0.01,0.0,93.0,8.4
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,,0.0,0.0,0.01,,
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,King of the Jungle,0.01,0.0,0.0,45.0,7.3
Super PickUps,Wii,2009.0,Racing,XS Games,Milestone S.r.l,0.01,0.0,0.0,,tbd
Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,,0.0,0.0,0.01,,
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,,0.0,0.01,0.0,,
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,,0.0,0.0,0.01,,
LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,Spike,0.01,0.01,0.0,61.0,7.8
Konami Classics Vol. 2,X360,2009.0,Misc,Konami Digital Entertainment,Konami,0.01,0.0,0.0,,tbd
The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,"Spidersoft, Spiders",0.0,0.01,0.0,56.0,6.8
Football Manager Live,PC,2009.0,Sports,Sega,Sports Interactive,0.0,0.01,0.0,82.0,3.1
Aeon Flux,XB,2005.0,Action,THQ,Terminal Reality,0.01,0.0,0.0,69.0,3
Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,,0.0,0.0,0.01,,
Kana: Imouto,PSP,2010.0,Adventure,CyberFront,,0.0,0.0,0.01,,
Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,,0.0,0.0,0.01,,
Impossible Creatures,PC,2002.0,Strategy,Microsoft Game Studios,Relic,0.0,0.01,0.0,72.0,8
Serious Sam II,PC,2005.0,Shooter,Take-Two Interactive,Croteam,0.0,0.01,0.0,74.0,7
Football Academy,DS,2009.0,Sports,Electronic Arts,,0.0,0.01,0.0,,
GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,Black Lantern Studios,0.0,0.01,0.0,,tbd
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,,0.0,0.0,0.01,,
Nodame Cantabile,PS2,2007.0,Misc,Banpresto,,0.0,0.0,0.01,,
Games Around the World,DS,2010.0,Misc,Zoo Games,Zoo Games,0.01,0.0,0.0,,tbd
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,,0.0,0.0,0.01,,
Blitzkrieg 2 Anthology,PC,2008.0,Strategy,Ascaron Entertainment GmbH,"1C, Various, 1C Company",0.0,0.01,0.0,,tbd
DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,,0.0,0.0,0.01,,
Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,,0.0,0.0,0.01,,
Fuuraiki 3,PSV,2015.0,Action,Unknown,,0.0,0.0,0.01,,
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,,0.0,0.0,0.01,,
1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,,0.0,0.0,0.01,,
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,,0.0,0.0,0.01,,
SBK09 Superbike World Championship,PS3,2009.0,Racing,Black Bean Games,,0.0,0.01,0.0,,
Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,Aqua Plus,,0.0,0.0,0.01,,
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,,0.0,0.0,0.01,,
Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,,0.0,0.0,0.01,,
UEFA Champions League 2006-2007,PSP,2007.0,Sports,Electronic Arts,EA Canada,0.01,0.0,0.0,71.0,tbd
Monster Rancher Advance 2,GBA,2002.0,Simulation,Tecmo Koei,"Tecmo, Graphic Research",0.01,0.0,0.0,79.0,9.4
Big Hero 6: Battle in the Bay,3DS,2014.0,Action,GameMill Entertainment,,0.0,0.01,0.0,,
Dr. Slump & Arale-Chan,DS,2008.0,Adventure,Namco Bandai Games,,0.0,0.0,0.01,,
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,EA Tiburon,0.0,0.01,0.0,83.0,5.5
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,,0.0,0.0,0.01,,
Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,,0.0,0.0,0.01,,
Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,,0.0,0.0,0.01,,
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,,0.0,0.0,0.01,,
Vanark,PS,1999.0,Shooter,Jaleco,,0.01,0.01,0.0,,
Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,,0.0,0.0,0.01,,
WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,Konami,0.01,0.0,0.0,,tbd
Fernbus Simulator,PC,2016.0,Simulation,Aerosoft,TML-Studios,0.0,0.01,0.0,,tbd
Furious Karting,XB,2003.0,Racing,Atari,Babylon Software,0.01,0.0,0.0,63.0,tbd
IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,"1C, 1C Company",0.0,0.01,0.0,91.0,8.8
NHL 16,PS3,2015.0,Sports,Electronic Arts,,0.0,0.01,0.0,,
Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,,0.0,0.0,0.01,,
Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,Storm City Games,0.01,0.0,0.0,,tbd
Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,,0.0,0.0,0.01,,
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",,0.01,0.0,0.0,,
Minna no Conveni,DS,2010.0,Simulation,Taito,,0.0,0.0,0.01,,
Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,,0.0,0.0,0.01,,
Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,Inti Creates,Inti Creates,0.0,0.0,0.01,,tbd
SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,,0.0,0.0,0.01,,
Theatre Of War,PC,2007.0,Strategy,Kalypso Media,"Battlefront.com, 1C, 1C Company",0.0,0.01,0.0,66.0,6.2
Izumo 2,PS2,2006.0,Adventure,GN Software,,0.0,0.0,0.01,,
Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,,0.0,0.0,0.01,,
Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,Blitz Games,0.01,0.01,0.0,,tbd
Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,Frame Studios Interactive,0.01,0.0,0.0,,tbd
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,,0.0,0.0,0.01,,
Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,,0.0,0.0,0.01,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,,0.0,0.0,0.01,,
Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,,0.0,0.0,0.01,,
Malice,XB,2004.0,Platform,Evolved Games,Argonaut Games,0.01,0.0,0.0,48.0,tbd
htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,Nippon Ichi Software,Nippon Ichi Software,0.0,0.0,0.01,58.0,7.7
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,,0.0,0.0,0.01,,
Virtua Tennis 3,PC,2007.0,Sports,Sega,Sumo Digital,0.0,0.01,0.0,,7.4
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,,0.01,0.0,0.0,,
Worms: WMD,XOne,2016.0,Action,Sold Out,Team 17,0.01,0.0,0.0,75.0,8.1
Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,,0.0,0.0,0.01,,
Shepherd's Crossing,PSP,2009.0,Simulation,Success,Success,0.0,0.0,0.01,,tbd
The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,KING Art,0.0,0.01,0.0,,tbd
Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,Unknown,Blue Tea Games,0.0,0.01,0.0,,tbd
Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,,0.0,0.0,0.01,,
Hyakka Yakou,PSV,2015.0,Action,Unknown,,0.0,0.0,0.01,,
San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,,0.0,0.0,0.01,,
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,,0.01,0.0,0.0,,
Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,SCEA,0.0,0.01,0.0,66.0,5.7
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,,0.0,0.0,0.01,,
Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,,0.0,0.0,0.01,,
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,,0.0,0.0,0.01,,
Homeworld Remastered Collection,PC,,Strategy,,Gearbox Software,0.0,0.01,0.0,86.0,8.2
Princess Arthur,PSP,2013.0,Misc,Idea Factory,,0.0,0.0,0.01,,
Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,,0.0,0.01,0.0,,
Sherlock Holmes: The Devil's Daughter,PC,2016.0,Adventure,Bigben Interactive,Frogwares,0.0,0.01,0.0,65.0,7.3
Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,,0.0,0.0,0.01,,
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,,0.0,0.0,0.01,,
Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,,0.0,0.0,0.01,,
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,,0.0,0.0,0.01,,
Satisfashion,Wii,2010.0,Misc,Destineer,XS Games,0.01,0.0,0.0,,tbd
Truck Racer,Wii,2009.0,Racing,Nordic Games,,0.0,0.01,0.0,,
Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,Terminal Reality,0.0,0.0,0.01,80.0,8.1
Shorts,DS,,Platform,Unknown,Artificial Mind and Movement,0.01,0.0,0.0,,tbd
K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,,0.01,0.01,0.0,,
Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,KCEJ,0.01,0.0,0.0,56.0,tbd
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,,0.0,0.0,0.01,,
Casper,GBA,2002.0,Adventure,Microids,,0.01,0.0,0.0,,
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,,,0.0,0.0,0.01,,
Adventure Time: The Secret of the Nameless ,X360,2014.0,Adventure,Little Orbit,,0.01,0.0,0.0,,
Football Manager 2005,PC,2004.0,Sports,Sega,,0.0,0.01,0.0,,
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,,0.0,0.0,0.01,,
BattleForge,PC,2009.0,Strategy,Electronic Arts,EA Phenomic,0.0,0.01,0.0,75.0,7
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,,0.0,0.01,0.0,,
Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,,0.0,0.0,0.01,,
Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,Namco Bandai Games,"Torus Games, Little Orbit",0.0,0.01,0.0,,2.8
Caladrius,X360,2013.0,Shooter,Moss,Moss,0.0,0.0,0.01,,tbd
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,,0.0,0.0,0.01,,
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,,,0.01,0.0,0.0,,
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,Full-Fat,0.01,0.0,0.0,65.0,tbd
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,Activision,0.0,0.01,0.0,,
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,,0.0,0.0,0.01,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,,0.0,0.0,0.01,,
Groovin' Blocks,Wii,2009.0,Puzzle,Zoo Games,Empty Clip Studios,0.01,0.0,0.0,75.0,8.5
Aa Megami-samaa,PS2,2007.0,Adventure,Marvelous Interactive,,0.0,0.0,0.01,,
Rail Simulator,PC,2007.0,Simulation,Electronic Arts,Kuju Entertainment,0.0,0.01,0.0,72.0,6.9
Banjo-Kazooie,X360,2008.0,Platform,Microsoft Game Studios,4J Studios,0.0,0.01,0.0,77.0,8.2
Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,"Torus Games, Little Orbit",0.0,0.01,0.0,,tbd
Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,,0.0,0.0,0.01,,
Prototype: Biohazard Bundle,XOne,2016.0,Action,Activision,Radical Entertainment,0.01,0.0,0.0,56.0,3.1
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,,0.0,0.0,0.01,,
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,,0.0,0.0,0.01,,
Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,Beenox,0.01,0.0,0.0,57.0,5.3
Thunder Alley,GBA,2004.0,Racing,XS Games,Pronto Games,0.01,0.0,0.0,23.0,tbd
Resistance Dual Pack,PS3,2011.0,Shooter,Sony Computer Entertainment,Insomniac Games,0.0,0.01,0.0,,tbd
BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,Arc System Works,0.0,0.01,0.0,,8.7
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,,0.0,0.0,0.01,,
Agatha Christie's The ABC Murders,XOne,2016.0,Adventure,Microids,Microids,0.01,0.0,0.0,66.0,7.5
Samurai Warriors: Sanada Maru,PSV,2016.0,Action,Tecmo Koei,,0.0,0.0,0.01,,
Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,,0.0,0.0,0.01,,
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,,0.0,0.0,0.01,,
Victory Spike,PS,1996.0,Sports,Imagineer,,0.0,0.0,0.01,,
Harry Potter and the Chamber of Secrets,PC,2002.0,Action,Electronic Arts,KnowWonder,0.0,0.01,0.0,77.0,8.4
Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,Next Wave Team,0.01,0.0,0.0,37.0,tbd
Brothers in Arms: Furious 4,X360,,Shooter,,Gearbox Software,0.01,0.0,0.0,,
MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,,0.0,0.01,0.0,,
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,,0.0,0.0,0.01,,
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,,0.01,0.0,0.0,,
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,,0.0,0.0,0.01,,
Order Up!!,3DS,2011.0,Action,Funbox Media,,0.0,0.01,0.0,,
Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,Raven Software,0.01,0.0,0.0,82.0,8
Dance with Devils,PSV,2016.0,Action,,,0.0,0.0,0.01,,
Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,KING Art,0.0,0.01,0.0,71.0,7.1
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Kao the Kangaroo,GBA,2001.0,Platform,Titus,Titus Software,0.01,0.0,0.0,52.0,tbd
Jewel Quest II,PC,2007.0,Puzzle,Avanquest,iWin,0.0,0.01,0.0,,tbd
Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,,0.01,0.0,0.0,,
Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,,0.0,0.0,0.01,,
Mahjong Taikai IV,PS3,2006.0,Misc,Tecmo Koei,,0.0,0.0,0.01,,
F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,Vivendi Games,TimeGate Studios,0.01,0.0,0.0,61.0,7.3
Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,,0.0,0.01,0.0,,
Lumo,PSV,2016.0,Puzzle,Rising Star Games,Triple Eh? Ltd,0.0,0.01,0.0,,tbd
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016.0,Action,dramatic create,,0.0,0.0,0.01,,
Agarest Senki: Re-appearance,PS3,,Role-Playing,Idea Factory,,0.0,0.0,0.01,,
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,,0.0,0.01,0.0,,
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,,0.0,0.0,0.01,,
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,,0.0,0.0,0.01,,
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,Ion Storm,0.0,0.01,0.0,90.0,9.3
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,TDK Mediactive,0.01,0.0,0.0,27.0,3.1
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,,0.0,0.0,0.01,,
Strider (2014),PS3,2014.0,Platform,Capcom,,0.0,0.0,0.01,,
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,Sega,,0.0,0.0,0.01,,
Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,,0.0,0.0,0.01,,
No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,,0.0,0.0,0.01,,
Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,Reef Entertainment,Wizarbox,0.0,0.01,0.0,,tbd
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,,0.0,0.0,0.01,,
PDC World Championship Darts 2009,Wii,2009.0,Sports,Oxygen Interactive,,0.0,0.01,0.0,,
Crows: Burning Edge,PS4,2016.0,Action,Namco Bandai Games,,0.0,0.0,0.01,,
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,,0.0,0.0,0.01,,
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,Marvelous Inc.,0.0,0.0,0.01,,tbd
Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,,0.0,0.0,0.01,,
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,,0.0,0.0,0.01,,
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,,0.0,0.0,0.01,,
Myself; Yourself,PS2,2007.0,Adventure,Yeti,,0.0,0.0,0.01,,
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,,0.0,0.0,0.01,,
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,,0.0,0.0,0.01,,
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,,0.0,0.01,0.0,,
PDC World Championship Darts 2008,PSP,,Sports,Oxygen Interactive,Oxygen Interactive,0.01,0.0,0.0,43.0,tbd
Dokuro,PSV,2012.0,Action,GungHo,Game Arts,0.0,0.0,0.01,76.0,8
Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,,0.0,0.0,0.01,,
Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,,0.0,0.0,0.01,,
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,Headgate,0.0,0.01,0.0,91.0,4.5
Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,,0.0,0.0,0.01,,
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,dtp Young Entertainment AG,0.0,0.01,0.0,,
Smuggler's Run,GBA,2002.0,Racing,Rebellion,Destination Software,0.01,0.0,0.0,41.0,4.3
Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,,0.0,0.0,0.01,,
Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,,0.0,0.0,0.01,,
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,,0.0,0.0,0.01,,
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,,0.0,0.0,0.01,,
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,,0.0,0.0,0.01,,
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,,0.0,0.0,0.01,,
CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,LSP,0.01,0.0,0.0,76.0,tbd
Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,,0.0,0.0,0.01,,
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,,0.0,0.0,0.01,,
ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,,0.0,0.0,0.01,,
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,,0.0,0.01,0.0,,
FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,,0.0,0.0,0.01,,
Goat Simulator,XOne,2016.0,Simulation,Koch Media,Coffee Stain Studios,0.0,0.01,0.0,53.0,6.3
Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Surf's Up,GC,2007.0,Sports,Ubisoft,Ubisoft Montreal,0.01,0.0,0.0,,tbd
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,,0.01,0.0,0.0,,
TimeShift,PC,2007.0,Shooter,Vivendi Games,Saber Interactive,0.01,0.0,0.0,71.0,7.6
Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,,0.0,0.0,0.01,,
Chaos;Child,PS4,2015.0,Adventure,5pb,,0.0,0.0,0.01,,
Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,,0.0,0.0,0.01,,
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,,0.0,0.0,0.01,,
Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,,0.0,0.01,0.0,,
Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,Delphine Software International,0.01,0.0,0.0,86.0,tbd
Dynasty Warriors: Eiketsuden,PSV,2016.0,Action,Tecmo Koei,,0.0,0.0,0.01,,
Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,Mistic Software,0.01,0.0,0.0,,tbd
Freaky Flyers,GC,,Racing,Unknown,Midway,0.01,0.0,0.0,69.0,6.5
The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,Starbreeze,0.0,0.01,0.0,80.0,8
Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,,0.0,0.0,0.01,,
Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,,0.01,0.0,0.0,,
Rally Championship,GC,2003.0,Racing,SCi,SCi,0.01,0.0,0.0,63.0,tbd
Binary Star,PSV,2014.0,Adventure,Idea Factory,,0.0,0.0,0.01,,
Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,Pivotal Games,0.0,0.01,0.0,58.0,4.8
Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,"Neon Studios, Kaiko",0.0,0.01,0.0,67.0,7.1
Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,,0.0,0.0,0.01,,
